Group	PFAM_PROPHANE	PFAM_MANTIS	KO_MANTIS	KO_MANTIS_CONSENSUS	GP_DB2Metagenome_F08	GP_DB2Metagenome_F06	GP_DB2Metagenome_F07	GP_DB2Metagenome_F01	MPA_DB2Metagenome_F08	MPA_DB2Metagenome_F06	MPA_DB2Metagenome_F07	MPA_DB2Metagenome_F01	MQ_DB2Metagenome_F08	MQ_DB2Metagenome_F06	MQ_DB2Metagenome_F07	MQ_DB2Metagenome_F01	PD_DB2Metagenome_F08	PD_DB2Metagenome_F06	PD_DB2Metagenome_F07	PD_DB2Metagenome_F01
k99_190647_1_k99_222675_1_k99_45097_1_k99_45141_6_k99_92107_1	-;PF13620;-;-;-;	PF00593;PF07715;	K21573;K21573;K21573;K21573;K21573;	K21573K21573K21573K21573K21573	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0
k99_111646_1	-;	PF13086;	K19783;K19036;K10742;	K19783K19036	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_154721_65	-;	PF02355;PF00344;PF07549;	K03076;	K03076	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_154721_67	PF00327;		K02907;	K02907	0.0	4.0	6.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	6.0	0.0	0.0	2.0	6.0	0.0
k99_148747_264_k99_161208_1	-;-;	PF00012;	K04043;K14066;K03283;K04043;K03040;K00236;K03798;	K04043	0.0	20.0	56.0	8.0	0.0	5.0	21.0	3.0	0.0	10.0	40.0	0.0	0.0	16.0	52.0	8.0
k99_169786_1_k99_67021_1_k99_91271_1	-;-;-;		K02035;K10117;K01999;K02027;K02035;K10117;K01999;K02027;	K10117K10117	6.0	4.0	8.0	16.0	2.0	1.0	2.0	4.0	2.0	2.0	12.0	10.0	4.0	2.0	8.0	10.0
k99_236885_4	PF13416;		K17318;	K17318	0.0	0.0	4.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	4.0
k99_100603_1_k99_55328_1	-;-;		K01952;K01952;	K01952K01952	14.0	16.0	30.0	16.0	2.0	4.0	7.0	6.0	0.0	10.0	26.0	8.0	12.0	12.0	34.0	14.0
k99_154721_71	-;	PF00410;	K02994;	K02994	4.0	60.0	98.0	22.0	1.0	17.0	34.0	9.0	2.0	28.0	120.0	22.0	2.0	40.0	84.0	22.0
k99_101162_1_k99_104665_7_k99_105566_5_k99_112488_142_k99_117061_23_k99_122729_16_k99_128914_1_k99_132538_1_k99_138459_1_k99_14022_1_k99_140394_7_k99_142069_1_k99_144466_2_k99_144634_6_k99_150783_1_k99_152362_8_k99_16926_6_k99_174350_1_k99_18177_1_k99_195624_3_k99_197599_3_k99_199226_9_k99_199863_2_k99_200933_1_k99_218397_1_k99_22306_5_k99_226209_9_k99_229592_3_k99_231674_23_k99_234957_9_k99_236633_2_k99_239584_2_k99_239751_34_k99_240501_35_k99_245840_78_k99_256154_11_k99_32984_3_k99_39706_3_k99_46914_5_k99_53445_40_k99_56665_100_k99_63831_1_k99_66512_38_k99_68277_65_k99_70745_1_k99_85019_7_k99_96451_3_k99_97773_59	PF02005;PF02005;-;-;-;PF06325;-;-;PF08241;PF01170;PF01596;PF09445;PF17785;PF08241;PF01170;-;PF08241;-;PF06325;PF06325;PF01170;PF02005;PF02005;PF02005;PF02005;-;PF05175;-;-;PF08241;PF08241;-;-;-;PF08241;PF01170;PF01170;-;PF09445;PF02005;-;PF02005;PF17785;PF05175;PF08241;PF08241;-;PF09445;	PF17785;PF17785;PF10672;PF10672;PF17785;PF17785;PF10672;PF17785;PF17785;PF17785;PF17785;PF17785;PF17785;PF10672;PF17785;PF17785;PF17785;PF10672;PF10672;PF17785;PF17785;	K06969;K06969;K06969;K12297;K00571;K06969;K14292;K03215;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;K06969;	K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969K06969	0.0	4.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	6.0
k99_201684_13	PF00483;		K20427;K05380;K02286;K02096;K00703;K00975;K02290;K00973;K05378;K05379;K01214;	K00975	0.0	0.0	2.0	6.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0
k99_121871_1	PF03880;	PF03880;			0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_122460_4	PF10017;		K12241;K12240;K04785;	K12240	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_4765_23	PF00764;	PF00764;	K01940;	K01940	4.0	24.0	30.0	16.0	1.0	12.0	14.0	6.0	2.0	22.0	42.0	2.0	2.0	48.0	48.0	12.0
k99_71169_1	PF00395;		K00387;K00077;K17225;K02020;K07147;K05301;		4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0
k99_104900_7_k99_174769_1	-;-;		K00001;K00096;K00005;K08317;K00001;K00096;K00005;K08317;	K00096K00096	0.0	2.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0
k99_124919_1	-;		K22130;K18847;K03077;K01628;K01629;K10622;K11216;K08963;K18256;K08966;K08964;K18613;	K01628	4.0	16.0	24.0	28.0	0.0	3.0	4.0	0.0	0.0	10.0	24.0	0.0	2.0	10.0	14.0	0.0
k99_136663_78_k99_225657_9_k99_233829_13	-;PF00408;-;	PF02878;PF02879;PF00408;PF02880;PF02878;PF02879;PF00408;PF02880;PF02878;PF02879;PF00408;PF02880;	K03431;K16881;K01835;K15779;K00344;K00971;K01840;K15778;K03431;K16881;K01835;K15779;K00344;K00971;K01840;K15778;K03431;K16881;K01835;K00344;K00971;K01840;K15778;	K15779K15779K01840	6.0	4.0	14.0	24.0	0.0	2.0	3.0	6.0	2.0	0.0	10.0	4.0	4.0	4.0	12.0	22.0
k99_141774_1	-;	PF03063;	K00198;	K00198	20.0	40.0	118.0	28.0	2.0	14.0	32.0	5.0	2.0	12.0	86.0	12.0	10.0	32.0	110.0	12.0
D6RAL1_k99_11338_181_k99_198020_1_k99_20744_2_k99_210910_2	-;PF00009;PF00009;-;PF00009;	PF14492;PF03764;	K02355;K17912;K02355;K17912;K02355;K17912;K02355;K17912;	K02355K02355K02355K02355	42.0	46.0	106.0	44.0	9.0	22.0	41.0	15.0	10.0	28.0	90.0	26.0	20.0	46.0	98.0	50.0
k99_11446_2_k99_210028_16_k99_54967_7	PF00133;PF00133;PF00133;	PF09190;PF09190;PF09190;	K01883;K15526;K01883;K15526;K01883;K15526;	K01883K01883K01883	0.0	2.0	2.0	12.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
F8VVM2_F8VWQ0_F8VWR4_F8VZL5_Q00325	PF00153;-;-;PF00153;-;				0.0	0.0	0.0	44.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	46.0
k99_258705_1	-;		K23059;	K23059	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_121730_9_k99_139574_42_k99_188605_1_k99_251719_37	-;PF14509;-;PF14509;		K21574;K21574;K21574;K21574;	K21574K21574K21574K21574	16.0	8.0	2.0	46.0	1.0	4.0	0.0	16.0	2.0	6.0	0.0	14.0	8.0	6.0	0.0	44.0
k99_105338_10_k99_12629_44_k99_162955_6_k99_182994_100_k99_185716_1_k99_202351_21_k99_227636_1_k99_246068_70_k99_95574_1	-;PF02938;PF02938;PF01409;PF01409;PF01409;-;PF01336;PF01409;		K01876;K01876;K01876;K01876;K01876;K01876;K01876;K01876;K01876;	K01876K01876K01876K01876K01876K01876K01876K01876K01876	2.0	16.0	38.0	18.0	0.0	2.0	8.0	4.0	0.0	4.0	28.0	2.0	0.0	4.0	10.0	18.0
k99_108592_1_k99_15349_2	PF01903;unclassified;	PF06180;	K02190;K02006;K02190;K02006;	K02190	0.0	22.0	66.0	58.0	0.0	10.0	20.0	18.0	0.0	10.0	40.0	20.0	0.0	18.0	56.0	42.0
k99_1448_1	-;	PF01546;	K01270;	K01270	0.0	0.0	2.0	8.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	10.0
k99_4765_29	PF04898;	PF04898;	K00265;K00284;	K00265	0.0	0.0	2.0	18.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	22.0
k99_107153_3_k99_144698_2_k99_236421_2	PF17910;-;PF17910;	PF02421;PF02421;PF02421;	K04759;K06398;K04759;K06398;K04759;K06398;	K04759K04759K04759	12.0	2.0	14.0	54.0	4.0	1.0	6.0	11.0	4.0	2.0	8.0	8.0	12.0	4.0	26.0	26.0
k99_201864_21	-;	PF03144;	K02890;K04040;K00236;K02358;	K02358	162.0	120.0	170.0	94.0	33.0	50.0	71.0	35.0	24.0	38.0	82.0	44.0	104.0	118.0	170.0	82.0
k99_210569_67	-;	PF02844;PF02843;	K01919;K13037;K01738;K01945;K11788;K13713;K01955;K22114;K01755;K01952;K16181;	K01945	2.0	8.0	24.0	2.0	0.0	0.0	4.0	1.0	0.0	4.0	24.0	2.0	2.0	12.0	38.0	2.0
k99_210569_66	unclassified;				0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
k99_230994_1	-;				0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0
k99_88590_2	-;	PF00203;	K02965;	K02965	8.0	50.0	106.0	16.0	2.0	18.0	32.0	6.0	2.0	20.0	66.0	8.0	4.0	54.0	98.0	18.0
k99_210569_65	PF02142;	PF01808;	K00602;	K00602	0.0	4.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	20.0	4.0
H0YL11_P48735	PF00180;-;				4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_97903_9	-;	PF01245;	K02884;	K02884	4.0	14.0	14.0	30.0	0.0	3.0	3.0	7.0	0.0	6.0	24.0	6.0	4.0	22.0	18.0	58.0
k99_1205_1_k99_4948_11	PF13692;PF06414;	PF06414;	K17248;K13677;K00743;K00754;K12996;K16214;	K17248K16214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k99_4279_11_k99_44463_1	-;-;		K01295;K01439;K01438;K01921;K05831;	K01439	4.0	4.0	16.0	22.0	0.0	1.0	5.0	2.0	0.0	4.0	12.0	12.0	2.0	2.0	10.0	16.0
k99_170675_1_k99_213915_2_k99_224736_2_k99_228330_2_k99_249111_77_k99_27833_2_k99_53542_17_k99_56979_2_k99_59703_16_k99_79921_3_k99_89215_57	-;-;-;PF13275;PF13275;-;-;-;PF13275;-;-;	PF00849;PF00849;PF00849;PF00849;PF00849;PF00849;PF00849;PF00849;PF00849;PF00849;PF00849;	K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;K06181;K06183;K06182;K06178;K07058;	K06178K06178K06178K06178K06178K06178K06178K06178K06178K06178K06178	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
k99_114083_23	PF00890;	PF03275;	K01854;	K01854	0.0	4.0	0.0	14.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0
k99_227171_26_k99_2874_97	-;PF00291;		K13034;K20032;K01738;K01580;K20553;K01697;K10357;K13034;K20032;K01738;K01580;K20553;K01697;K10357;	K01738K01738	4.0	14.0	18.0	20.0	1.0	7.0	8.0	5.0	2.0	6.0	20.0	4.0	4.0	28.0	36.0	44.0
k99_135792_15_k99_148248_2_k99_188292_2_k99_236454_5_k99_257073_74_k99_50120_2_k99_56930_9_k99_57999_5	PF00416;-;PF00416;PF00416;PF00416;-;-;PF00416;	PF00416;PF00416;PF00416;PF00416;PF00416;PF00416;PF00416;PF00416;	K00942;K02952;K00942;K02952;K00942;K02952;K00942;K02952;K00942;K02952;K00942;K02952;K00942;K02952;K00942;K02952;	K02952K02952K02952K02952K02952K02952K02952K02952	4.0	16.0	50.0	2.0	1.0	7.0	14.0	1.0	0.0	8.0	38.0	4.0	6.0	10.0	36.0	2.0
k99_210569_13	-;	PF01649;	K02968;	K02968	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_234104_2_k99_26610_2	PF13560;PF13443;		K15256;K15773;K07075;K07110;K18831;K16868;K15546;K07726;K03088;K07729;K20388;K00634;K07467;K15256;K15773;K07075;K07110;K18831;K16868;K15546;K07726;K03088;K07729;K20388;K00634;K07467;	K07729K07729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k99_127119_2_k99_191761_4_k99_196821_1_k99_244616_3_k99_4459_59_k99_67988_2	-;-;-;PF01588;PF01409;PF01588;		K06878;K06878;K06878;K06878;K10900;K04567;K06878;K01890;K04566;K01874;	K06878K06878K06878K06878K04567K06878	0.0	0.0	4.0	32.0	0.0	0.0	2.0	9.0	0.0	0.0	4.0	26.0	0.0	0.0	8.0	48.0
k99_154721_32	-;		K02078;	K02078	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	2.0
k99_70051_1	PF00118;		K04077;K22447;	K04077	12.0	18.0	22.0	6.0	2.0	2.0	1.0	2.0	2.0	4.0	6.0	2.0	6.0	6.0	0.0	4.0
k99_132379_2_k99_210019_1	PF13408;unclassified;		K06400;	K06400	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_154721_33	-;	PF09180;	K01881;K14709;K14163;	K14163	0.0	0.0	2.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k99_80339_4	PF00155;		K08969;	K08969	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_166801_84_k99_172683_22_k99_210569_56_k99_212982_2_k99_253389_1_k99_28387_3_k99_67262_3	-;PF01765;-;-;-;PF01765;PF01765;		K02838;K02838;K02838;K02838;K02838;K02838;K02838;	K02838K02838K02838K02838K02838K02838K02838	4.0	14.0	38.0	16.0	1.0	2.0	8.0	10.0	0.0	6.0	30.0	4.0	2.0	8.0	36.0	16.0
k99_144893_1	-;	PF00208;	K00263;K00261;K00262;K00270;K00260;K00271;K15371;	K00262	8.0	36.0	70.0	32.0	1.0	9.0	22.0	8.0	4.0	14.0	50.0	12.0	2.0	24.0	66.0	28.0
k99_40296_1	PF00072;		K13486;K13488;K03408;K11524;K02659;K03407;K06598;K03415;K13489;K03414;	K03415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_169486_1_k99_69395_2	-;-;		K15257;K04042;K00973;K15257;K23144;K04042;K00973;	K00973K23144	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k99_110892_7_k99_249571_34_k99_30482_29_k99_3094_1_k99_70374_1	PF02421;PF00071;-;PF02421;PF00071;		K03979;K03979;K03979;K03979;K03979;	K03979K03979K03979K03979K03979	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_45358_6	-;	PF05693;	K16149;K16148;K15521;K16697;K07011;K19422;K12989;K13677;K01176;K00693;K16153;K00703;K20444;K08256;K20430;K03208;K16150;K00754;K00696;	K16153	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_27140_23	-;	PF00471;	K02913;	K02913	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_64396_2	-;		K04043;	K04043	46.0	120.0	362.0	186.0	10.0	36.0	102.0	75.0	14.0	50.0	232.0	54.0	24.0	104.0	282.0	154.0
k99_139421_3_k99_156781_2_k99_184989_1_k99_221006_1_k99_237123_1_k99_83528_6	PF08264;PF09334;-;-;PF09334;-;	PF13603;PF13603;	K01869;K01869;K01869;K01869;K01869;K01869;	K01869K01869K01869K01869K01869K01869	0.0	2.0	6.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	2.0	0.0	4.0	6.0	2.0
k99_53445_31	-;		K12264;K03809;K22405;	K22405	0.0	12.0	14.0	24.0	0.0	2.0	3.0	7.0	0.0	4.0	8.0	8.0	0.0	16.0	20.0	38.0
k99_27140_21	-;		K03742;K03743;	K03743	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
k99_100035_12_k99_144178_32	PF13189;PF13189;		K00760;K16139;K15045;K00945;K01812;K00760;K16139;K15045;K00945;K01812;	K00945K00945	8.0	8.0	10.0	12.0	0.0	4.0	3.0	2.0	0.0	6.0	10.0	10.0	2.0	6.0	18.0	12.0
k99_122258_1_k99_142811_2_k99_233948_2_k99_57909_51	-;-;-;-;		K01689;K01689;K01689;K01689;	K01689K01689K01689K01689	42.0	8.0	14.0	16.0	9.0	5.0	6.0	7.0	8.0	6.0	24.0	10.0	28.0	12.0	14.0	28.0
k99_27140_22	-;	PF00830;	K02902;	K02902	10.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
k99_151319_1	-;	PF00380;	K12757;K02996;	K02996	10.0	16.0	40.0	24.0	2.0	7.0	8.0	5.0	4.0	14.0	50.0	8.0	4.0	20.0	54.0	32.0
k99_154721_27	-;	PF01761;	K19969;K21342;K13829;K16020;K01735;K01524;	K01735	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_27140_20	-;		K01409;K03070;	K01409	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_110924_1	-;				0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
k99_121359_39_k99_2869_13	PF00801;-;		K01186;K01227;K03924;	K01227	64.0	2.0	10.0	56.0	10.0	1.0	3.0	23.0	14.0	0.0	6.0	22.0	42.0	2.0	10.0	50.0
k99_138531_103	-;		K12661;K00065;K03366;K03793;K11539;K13370;K00019;K14713;K18337;K00059;K01489;	K00059	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_116082_1_k99_72492_1	PF08402;-;	PF01547;PF00528;PF03459;PF00005;	K06857;K17325;K01990;K17324;K02011;K11072;K02010;K02065;K10112;K10038;K06857;K02068;K17314;K05847;K10199;K11072;K02010;K15497;K02062;K17240;K10112;K02017;	K10112	26.0	60.0	104.0	232.0	7.0	21.0	35.0	63.0	2.0	20.0	60.0	62.0	20.0	52.0	102.0	162.0
k99_108416_1_k99_209645_1	-;-;	PF00562;PF00562;	K03043;K13797;K03043;K13797;	K03043K03043	22.0	58.0	140.0	50.0	5.0	23.0	53.0	19.0	2.0	24.0	116.0	18.0	12.0	60.0	124.0	48.0
k99_154721_24	-;	PF00800;	K04517;K14187;K04518;K14170;K01713;K03856;K19546;K00003;	K14170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
A0A075B7F0_P01763	PF07686;PF07686;				46.0	38.0	80.0	122.0	9.0	16.0	24.0	53.0	6.0	8.0	58.0	44.0	22.0	28.0	54.0	90.0
k99_100534_2_k99_176153_7_k99_29407_3	-;-;-;				0.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	6.0	0.0	0.0	2.0	2.0	0.0
k99_117417_1	-;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_110924_6	PF01808;	PF01808;	K00602;K06943;	K00602	2.0	8.0	30.0	16.0	0.0	7.0	8.0	5.0	0.0	8.0	30.0	6.0	4.0	8.0	24.0	20.0
k99_245708_6	-;	PF00365;	K21071;K02351;K07245;K00850;K00895;	K21071	0.0	0.0	2.0	12.0	0.0	0.0	1.0	4.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	8.0
k99_102726_3	unclassified;	UPF0153;	K01163;K18475;K06940;	K18475	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C9J5Y1_C9JB05_C9JKZ3_O15393	-;PF00530;unclassified;-;				4.0	0.0	4.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	4.0	0.0
k99_203492_61_k99_7684_7_k99_7801_8	-;-;-;		K02876;K02876;K02876;	K02876K02876K02876	2.0	8.0	14.0	4.0	0.0	3.0	5.0	0.0	0.0	4.0	18.0	4.0	0.0	8.0	12.0	0.0
A0A087WVQ6_A0A087WX41_P53675_Q00610_k99_129240_1_k99_179743_26_k99_230381_2_k99_60053_1_k99_92755_1	-;PF09268;PF01926;PF01661;-;-;PF03952;PF09268;-;	PF02335;	K00955;K00956;K23518;K03610;K02338;K01689;K03385;K10535;K04013;K15876;	K00955K23518K02338K01689K03385	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	14.0	0.0	4.0	0.0	0.0	14.0
k99_129456_9_k99_134322_128_k99_185454_11	-;-;-;	PF00444;PF00444;PF00444;	K02919;K02919;K02919;	K02919K02919K02919	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_138834_48_k99_144_15	-;PF00730;		K00845;K03575;K00558;K01963;K01962;	K00845K03575	0.0	2.0	0.0	6.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	6.0
k99_119947_1	PF03144;	PF03144;	K02890;K04040;K00236;K02358;	K02358	16.0	2.0	4.0	20.0	13.0	4.0	8.0	13.0	2.0	8.0	32.0	14.0	10.0	30.0	36.0	32.0
k99_26031_40	-;		K02878;	K02878	6.0	14.0	24.0	10.0	0.0	1.0	1.0	4.0	0.0	4.0	18.0	4.0	2.0	8.0	16.0	14.0
k99_53445_41	-;		K01626;	K01626	0.0	2.0	8.0	0.0	0.0	1.0	4.0	0.0	0.0	2.0	8.0	0.0	0.0	4.0	8.0	0.0
k99_26031_42	-;		K02890;	K02890	8.0	12.0	16.0	50.0	0.0	2.0	4.0	11.0	2.0	4.0	24.0	12.0	2.0	10.0	14.0	50.0
k99_30655_1	PF08282;	PF03332;	K17497;K07541;	K17497	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_107537_2_k99_107563_2_k99_155170_2_k99_159006_2_k99_49391_1	-;-;-;unclassified;-;		K15023;K00197;K15023;K00548;K00197;K15023;K00548;K15023;	K15023K15023K15023K15023	24.0	94.0	200.0	28.0	4.0	19.0	39.0	11.0	4.0	38.0	162.0	10.0	10.0	110.0	210.0	38.0
k99_232688_5	PF00889;	PF00889;	K02357;	K02357	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0
k99_224248_1_k99_250001_1	-;PF00266;		K12591;K00831;K12591;K00831;	K00831K00831	20.0	8.0	20.0	38.0	3.0	4.0	6.0	12.0	6.0	6.0	8.0	10.0	12.0	14.0	22.0	40.0
k99_26031_47	-;	PF00297;	K02906;	K02906	12.0	20.0	42.0	0.0	2.0	2.0	7.0	0.0	0.0	10.0	40.0	0.0	6.0	28.0	38.0	0.0
k99_52941_6	PF02074;	PF02074;			0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
k99_195179_4	-;		K23259;	K23259	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_223549_157_k99_7308_4	unclassified;PF00497;	PF00497;	K02030;	K02030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k99_52941_8	PF02786;	PF02844;PF02843;	K01919;K13037;K01738;K01945;K11788;K13713;K01955;K22114;K01755;K01952;K16181;	K01945	4.0	16.0	34.0	24.0	1.0	3.0	11.0	11.0	2.0	8.0	32.0	14.0	2.0	22.0	50.0	24.0
k99_26031_43	-;	PF00203;	K02965;	K02965	8.0	50.0	104.0	16.0	2.0	18.0	31.0	6.0	2.0	20.0	68.0	8.0	4.0	52.0	96.0	18.0
k99_211883_11	-;				0.0	10.0	18.0	28.0	0.0	4.0	6.0	8.0	0.0	6.0	14.0	12.0	0.0	10.0	18.0	24.0
k99_26031_46	-;	PF00573;	K02926;K16193;	K02926	4.0	10.0	18.0	0.0	1.0	3.0	6.0	0.0	2.0	8.0	14.0	2.0	6.0	18.0	16.0	32.0
k99_135879_1	PF00365;	PF00365;	K21071;K02351;K07245;K00850;K00895;	K00850	0.0	6.0	4.0	12.0	0.0	1.0	0.0	4.0	0.0	0.0	2.0	4.0	0.0	6.0	2.0	8.0
k99_154721_53	PF00404;		K06330;	K06330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_26031_45	-;	PF00276;	K02892;	K02892	0.0	16.0	16.0	26.0	0.0	3.0	2.0	11.0	0.0	6.0	18.0	14.0	0.0	10.0	8.0	24.0
