ProteinSubgroup	MQ_DB2Metagenome_GUT_10	GP_DB2Metagenome_GUT_08	MQ_DB2Metagenome_GUT_08	GP_DB2Metagenome_GUT_10	GP_DB2Metagenome_GUT_09	MQ_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_09	GP_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_08	PD_DB2Metagenome_GUT_08	PD_DB2Metagenome_GUT_06	PD_DB2Metagenome_GUT_09	PD_DB2Metagenome_GUT_10	MQ_DB2Metagenome_GUT_09	MPA_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_10
9d3a6c95-a741-4293-9281-84d3325217d9	2	20	6	6	30	2	20	0	8	28	0	30	8	18	1	2
789b0eea-e8f5-48ee-9dc6-a92669493370	16	106	52	54	218	14	90	26	44	134	14	330	66	162	5	19
fdb60da7-78c9-4a2e-96cb-87e8eb7bc170	8	64	32	22	150	10	64	24	25	72	10	174	24	112	4	10
c187e123-83cb-46d0-a364-dfb80500e834	8	58	30	22	138	8	59	20	23	66	8	164	24	108	3	10
c4f4cd72-8904-4c9f-a93a-5a0812f53217	58	96	42	160	184	8	70	16	41	118	10	286	156	138	5	54
dceee102-a157-470d-b2c2-89b8fcb3af2b	0	2	0	6	2	0	0	0	1	4	0	2	8	8	0	3
3c8020ec-25cc-4fa5-99a8-dae64cf8bc16	0	2	2	0	2	0	1	0	1	2	0	2	0	6	0	0
7702c291-1ffe-452d-9cbc-3c1696f5eb9b	0	4	4	0	2	0	0	0	1	4	0	4	0	0	0	0
8375c49f-2af5-49d3-ba29-869248faddb1	78	156	68	216	314	24	121	48	59	174	26	406	204	264	11	71
856c1906-ab0f-45d7-9e57-f8f023640d27	0	12	8	0	20	0	6	0	4	10	0	14	0	32	0	0
f047479c-2788-4f8e-9a2b-f4b896f97a13	2	6	6	8	4	0	1	0	3	6	0	0	0	6	0	1
2fa38360-5e5e-484d-9d98-535fbe1d87e9	58	74	38	142	136	10	59	20	30	92	10	232	144	114	5	47
a991b588-9e79-4c49-9828-9d21ae56b463	0	20	6	14	20	0	8	0	8	34	0	32	14	12	0	3
bd64ce6f-b7c7-46af-8a39-0b70922be893	2	12	10	32	14	4	3	12	3	22	6	42	34	18	2	11
0605de5b-8ae1-44c7-b454-18f1fdab70a5	2	6	4	6	8	2	4	4	3	10	2	14	8	16	0	2
b02c5028-ed01-4b19-b918-f036bd05af56	68	212	78	220	424	20	151	40	83	194	22	434	210	282	9	81
ca7e0377-e560-4141-812e-e87a0205b310	4	8	4	6	6	0	3	0	3	16	0	12	8	10	0	2
a8ba0c9e-f99a-4f46-80c7-0e7b9f1645f0	0	8	6	6	10	2	3	4	4	8	2	12	12	14	1	2
fbf334e9-baa9-47eb-b701-31253b659acc	0	2	2	0	0	0	0	0	1	2	0	2	4	0	0	2
dd3ff915-a6e2-4136-a361-a485fb99f51a	2	26	10	30	50	2	7	6	5	18	4	58	30	46	1	11
9e0302d8-c32e-4242-b1b8-bf56bb69b13d	28	136	60	80	290	22	103	80	48	118	38	302	72	240	14	29
076f49bf-dd52-4fb2-9cbc-c01bd20bf9dd	14	140	46	90	282	12	97	28	51	134	16	270	98	198	6	36
cb146ea2-0812-4a3a-9764-2678e0a00ebf	200	500	126	518	1194	18	488	234	212	452	126	1068	464	564	50	177
6448e98f-b5d9-4904-9a5d-e3253c998e4e	2	8	2	10	10	0	5	0	3	6	0	6	10	20	0	5
04452206-bbfb-4c9a-bee1-de93d9d98661	2	22	6	22	40	2	15	4	8	18	2	40	22	28	1	6
c5449eda-a784-42cf-8bbb-ab9f22924de3	18	62	18	86	206	8	81	26	22	64	12	200	68	100	6	25
cfa9132b-2863-4c87-9c57-cc1018d72cab	4	2	2	10	0	0	0	0	1	2	0	2	10	0	0	2
58051459-255e-4901-bd2c-d0fef9d5fd98	2	14	4	42	22	4	8	8	5	14	6	38	40	16	1	16
2a47c79e-f4d7-4c86-9265-6352ccbfdcc8	4	70	20	40	136	4	42	10	24	54	6	116	38	88	2	20
56f39aa3-3809-4da6-9b6c-428d10af19a9	0	8	4	18	4	0	2	0	4	8	0	12	40	10	0	6
db8a1e96-3273-44e5-afa5-cac3ff844f20	188	416	130	458	1068	12	466	182	195	390	102	950	408	514	44	165
43baf8fd-023c-4457-9581-fee83c320c9c	72	150	50	232	252	18	94	40	63	132	24	228	214	170	10	77
27b1c942-0aff-499b-b2a5-dbf4bf672293	8	34	12	26	70	2	22	4	11	28	2	60	30	58	1	10
742d33ab-0404-48be-ac37-6ae58a97f74b	194	434	124	510	1142	10	499	176	198	400	96	998	448	526	42	179
51daba18-6926-48a2-93ab-6494665029cb	6	46	12	42	60	6	23	12	20	50	8	72	50	54	3	12
6d506ca8-68d9-4957-a591-93383d73f070	122	280	80	336	876	10	370	126	128	270	66	742	298	358	26	120
111c9f6b-d9bd-4fa6-8079-644ff3a58d67	0	2	2	0	4	0	2	0	1	2	0	4	0	4	0	0
d58578b7-389c-4fb9-9431-177c8ca01d53	164	370	106	400	956	4	421	138	171	350	74	834	372	446	31	134
7661e948-560b-44f8-836e-92c2eb8d0d97	0	4	0	8	2	0	1	0	1	2	0	2	8	2	0	4
1ade5b3f-da8c-4411-9072-f5daea45c14b	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0
de7b0315-7db2-449c-9346-9e32e70e8851	2	24	8	22	38	4	17	8	12	24	4	38	16	22	2	4
aaece9b7-d46c-4598-87ab-4a17ca90fbe2	106	244	76	252	748	14	326	134	117	282	68	712	260	320	27	83
63688b45-6368-458e-a8af-2eb41800f54b	4	116	34	40	242	4	75	10	41	98	6	204	38	152	2	20
05e31ea4-5cbe-40b0-8055-70aa71fb04d0	0	18	8	6	40	0	2	0	2	8	0	34	30	40	0	2
3428e64b-80c3-42d4-b0ec-fec9accb3b77	172	342	112	398	844	6	398	150	167	324	84	800	364	428	35	142
1735298d-b986-46a8-a7d2-0b3904ba9225	12	44	8	74	152	2	61	14	16	42	10	158	78	60	3	23
83a7a8bb-1192-44ad-a527-cf0d8550d8c7	4	38	12	40	68	4	31	10	13	34	8	66	38	52	2	15
99dc5903-3cf8-44be-b0ab-a1f7aec98422	56	80	24	162	140	8	46	16	27	58	10	112	144	104	4	55
c62304ec-014c-42a1-89b7-0ab63c31b62e	8	4	2	8	22	0	8	0	2	8	0	18	8	26	0	4
34300a92-db75-467b-b903-15d323edb5f7	2	30	8	24	60	2	17	4	9	24	2	54	46	46	1	10
308342dc-aab4-48be-aaa4-46f7d269c912	14	18	10	36	26	2	10	16	6	12	8	28	28	16	3	13
b8225d95-46e7-4473-9388-4b2e54223898	6	22	6	20	42	2	16	4	9	18	2	42	24	28	1	10
7be452be-dc18-4d87-8f74-e2dc8dea7af5	2	6	4	6	4	0	1	4	2	2	2	4	6	10	1	2
af016f13-b6d7-475a-8cab-5d6a4d689726	2	56	22	32	90	2	27	6	18	44	6	86	32	78	1	11
1d6a073f-56ea-4e38-bf17-b20043066c9f	120	280	78	330	832	8	376	126	133	270	68	746	294	370	29	114
9b597227-7c39-4444-ab63-c2e2312babf8	0	16	6	14	36	0	5	0	3	10	0	22	20	38	0	6
93daa06b-97f8-4bbe-9d56-08128872a2cd	160	380	110	430	1018	10	428	150	173	344	80	842	378	454	34	135
44ae02a9-2ae7-4551-a8b3-34149e7d41de	2	26	10	18	30	2	15	4	10	22	2	32	16	20	1	4
130988f2-8c48-4dee-b0f1-af89f35131e5	4	66	22	40	154	4	45	10	20	50	6	136	38	104	2	20
464a3905-86e7-4bbd-8e33-c5ab4a91f6e9	94	198	66	240	438	6	182	64	87	182	38	408	250	252	16	92
d655b6aa-8ea0-4eb8-8767-d3de56ea51a5	124	348	96	336	1082	10	439	136	151	336	74	960	298	468	30	117
3ce064a4-0df8-49fd-bc27-80f1e6602dd3	2	0	0	4	0	0	5	0	0	0	0	0	2	0	0	2
f4d600cd-1f81-4aa4-aca0-7b9fcfa38b5a	2	20	4	16	30	2	15	4	9	20	2	30	20	20	1	6
349cb612-545b-4669-9279-6ae50973f9cd	200	502	130	514	1192	18	490	234	213	454	126	1068	464	574	50	177
6472ea65-ecb8-4d68-b39d-99d49ca24ccd	4	88	28	42	186	4	61	10	31	76	6	158	38	114	2	20
e4208d06-e216-414a-b9f4-5e47f288829e	0	2	0	4	0	0	0	6	1	2	4	4	4	0	0	2
61dd469b-ff0f-4da3-829f-65169d4fc135	114	308	92	334	916	12	400	138	145	288	68	802	280	416	31	117
a30b779e-73a5-40ba-96d8-a595386750cc	2	4	2	4	18	0	6	0	1	4	0	10	2	18	0	1
ed163594-b450-4915-be48-46185f5ab0d6	20	14	8	50	6	4	2	14	5	8	8	2	30	0	2	13
2bb4a3c5-5ebf-4d0a-b953-586871028a2f	0	8	4	8	12	0	1	0	2	4	0	12	8	16	0	0
a81ed7b6-8e02-4faf-958a-041f1f6184cc	0	26	8	10	66	2	35	4	14	30	2	86	10	38	1	2
975f5b8b-6566-4db7-aa03-e74284a5fe8b	0	10	4	10	28	0	1	0	0	4	0	16	8	24	0	0
14bbecec-95a1-4cb3-abe1-c585efc5007d	86	196	58	192	590	4	270	90	96	194	42	514	168	248	18	63
67f668ee-4db0-4e41-8d54-14b206a3fd72	0	4	0	0	8	0	4	0	3	4	0	16	0	0	0	5
8080357f-261b-4563-84f9-7000849f1f78	0	2	2	6	0	0	0	0	1	2	0	2	14	0	0	2
0e20c2f8-d348-435d-9f7e-0ad94fa98d49	0	0	2	10	0	0	0	0	0	0	0	0	12	0	0	0
21368114-7efe-493e-b978-e314a6606d08	4	32	14	4	74	4	23	8	13	30	4	88	4	56	2	2
f56ffa14-db4f-4885-8c9c-0d82cb4cf80a	0	4	0	4	0	0	0	2	0	4	2	0	4	0	0	0
3ae331de-4fc7-4c5e-b37b-74f391510c14	2	0	2	4	0	0	0	0	0	0	0	0	4	0	0	1
4f579b9a-c9fe-4080-be06-ca229ecf1d09	8	88	28	48	166	4	55	14	32	72	8	136	44	114	3	22
057d7ccf-3c7b-4c89-8f6d-e5ef2dfa3372	0	12	4	10	26	0	8	2	2	4	0	10	14	22	0	2
26d7355a-f14c-4e9e-ac18-6d6ee6e4e98a	0	2	2	8	2	0	0	0	1	2	0	10	34	0	0	2
aa101b86-66d4-4606-8082-9e86e6b8624e	0	0	2	8	0	0	0	0	0	0	0	32	8	10	0	0
142bbfd0-f20f-4d94-90cd-f3f13f23db30	174	400	122	452	1036	12	459	162	188	372	88	922	400	500	40	148
c6b7abf8-79c7-4163-9a65-35765c642968	20	10	6	62	12	2	5	4	4	10	2	10	40	12	1	19
84e23dad-2e18-4b64-9de8-52b221d16474	2	12	6	32	10	6	4	10	4	12	6	30	30	12	2	11
20ce7f4d-eff8-44f4-a504-e2622437706c	56	108	32	172	312	6	128	36	42	102	14	284	128	126	7	52
4964e4df-f854-4d05-ae98-c6352815335d	36	46	24	118	52	6	20	6	20	38	4	44	98	56	1	38
10d169da-f21d-4074-8332-56d7559c3c23	20	82	16	110	248	2	109	30	36	80	14	234	94	82	6	42
f2c0331f-9bca-4237-a494-b910d76e4cad	0	0	0	0	2	0	6	0	0	0	0	4	0	0	0	3
d294585f-99b7-476a-87f1-fec2eba140f2	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	1
d92da0a1-1518-4ce8-84db-9c244404fb58	162	366	112	424	978	6	428	156	171	346	80	844	374	444	35	131
114bfe6d-2f4a-4bd1-9025-cff7921e1ce3	8	136	38	50	270	8	84	16	47	108	10	224	48	168	3	21
7101aa3c-9adf-4677-be8a-c230dd2e433c	166	424	120	428	1130	10	488	160	192	396	88	998	374	526	38	136
ed421489-f5e9-484c-af2f-3d5fbb7246bc	176	432	124	468	1142	10	497	176	199	402	96	1004	416	526	42	158
72bbe00f-15cd-40c5-b1f8-34db471ee96c	200	482	134	514	1258	18	500	234	215	458	126	1094	464	564	50	177
cea36d45-2217-433b-82a7-8fc1198b2299	0	4	2	2	10	0	1	0	1	0	0	10	2	8	0	2
09c06e40-00b5-4b64-85e7-89052eed4b64	4	4	2	10	10	0	0	0	0	0	0	16	34	8	0	4
6fa5cbe8-d195-4b39-baa4-3342d1021876	0	6	4	4	12	0	4	0	2	4	0	8	4	20	0	0
b82f1b52-a419-43cf-b4f8-6a8068c96c34	10	40	18	44	72	4	28	10	19	50	6	98	54	54	2	16
f53982e0-c962-4c0e-a958-183b03cf2635	4	22	4	12	30	2	15	4	9	20	2	28	10	28	1	5
d1e765a6-de31-40e3-882a-60d7f5a17753	104	292	82	316	912	12	388	150	141	268	72	744	264	364	32	116
ccc1561a-a94b-47d4-b61e-50bbd43a1e97	18	68	12	88	226	2	95	14	27	58	10	222	92	90	3	25
c806cb30-0618-40a4-aa07-9a8c7b44fc84	186	428	120	486	1110	10	496	176	198	398	96	980	434	512	42	166
4640f7ca-96da-4555-b66d-db4b3c975376	0	6	2	20	16	2	6	2	3	10	2	34	18	12	0	5
44e780d1-7e4a-4d5c-93ec-137970bfe6ed	10	76	16	64	226	2	97	14	29	72	6	224	50	78	2	22
cd799b7e-e05c-4680-899f-d0a7dd9f3958	4	14	2	40	14	2	4	8	3	10	6	10	36	4	1	15
55a97d64-3406-494a-8576-58f46cfc14a4	14	24	8	32	30	2	16	4	12	22	2	32	38	20	1	14
54c3358d-7ef3-410f-8ce8-a7fdda53f6e4	190	482	124	478	1154	18	471	230	203	436	124	1034	432	550	49	161
4bc9ab3b-dcc3-40f2-b5e6-66064566c670	132	320	92	336	634	12	268	104	138	350	72	652	350	356	28	127
f0a2f3b0-2a52-4739-9ac5-f73d435741f1	2	24	8	18	42	2	18	4	11	24	2	42	16	32	1	4
5c82fc6f-f552-4609-ac63-8fd0520b8297	2	28	8	18	58	2	16	4	8	22	2	46	16	44	1	4
27f93abd-b450-4a12-92b3-57e26826aec5	6	4	6	22	10	2	1	2	2	4	2	8	24	12	0	9
b1c542ea-a407-45aa-831b-588cab4fe069	120	282	80	330	834	8	377	126	133	272	68	748	294	370	29	114
e2fe47d7-0536-4cd8-b4c7-ad5a2f4f1f05	0	18	8	6	40	0	2	0	2	8	0	28	16	40	0	4
15ba8dd6-7158-45b3-8f35-9d9ec56ac4c5	120	320	90	268	1024	14	388	162	144	318	86	884	256	408	33	101
64a861a1-44be-436b-801e-06eebc4b71b4	12	6	2	40	12	2	2	28	1	4	14	8	36	10	4	14
97777623-01b0-4c83-8d1a-3ccea013f0be	6	8	4	10	28	0	14	0	4	8	0	46	8	26	0	3
760ef090-8470-403c-917c-071d929d4f64	200	480	132	514	1256	18	499	234	214	456	126	1094	464	562	50	177
1a5e2deb-6a98-4a1c-9921-96b8e04fcf67	58	100	34	172	176	10	56	18	34	76	12	150	150	124	5	56
c97a729c-8a0a-4e0d-b5c0-ce2ef506cf48	0	4	2	0	6	0	0	0	1	8	0	12	0	0	0	0
bb0684bb-42db-4650-81dc-5650e9dd7aa3	0	4	2	0	12	0	1	0	1	0	0	12	0	8	0	2
8582d53b-775f-4c30-b59d-d27709781e46	2	36	12	14	72	4	18	8	10	24	4	74	26	56	2	4
07155187-fc98-466a-9a63-03ee218e5059	52	16	6	124	26	4	12	4	7	12	2	28	126	20	2	44
d20a4943-0516-4e13-8678-eebea7271f6a	14	78	18	74	236	2	99	14	30	70	6	228	58	88	2	23
2adf948c-03a5-4747-9382-c3dce49c23af	122	302	90	298	906	16	391	146	139	300	82	840	268	408	33	109
ab96a3cf-7bcc-42c3-987d-4c2036b456b8	24	126	30	116	402	8	166	36	51	112	20	386	78	172	9	34
f9122b8c-5f82-4461-984b-e671f6a4f469	2	10	2	40	14	2	5	8	4	6	6	10	36	4	1	16
82c2da2d-c209-48ee-917d-eb52e52bb198	0	8	6	8	8	2	1	4	3	8	2	8	8	16	0	0
6545ec38-beca-4309-9415-ae7f374aeeed	0	14	8	8	48	2	8	4	0	8	4	36	8	54	0	0
375da341-7191-426b-acb5-b208bfc21a10	4	14	8	20	28	4	11	2	7	12	2	26	18	20	0	9
e5689d1f-66b4-4729-8795-828ef45e262d	6	24	8	28	30	2	16	4	12	22	2	32	28	20	1	11
c5facfd6-59b0-442d-bccb-7f05f6e52f6b	84	206	60	238	306	4	149	70	96	246	50	360	274	184	19	78
4f9723c3-27b1-4b79-b14d-230ad797d975	76	202	64	204	428	4	183	76	90	192	48	406	192	214	19	79
36a6a364-c0d1-4da5-aab3-f8c7335252d3	172	400	110	448	1050	12	474	160	184	368	88	934	392	474	38	146
a44a4a24-6c3b-4889-9d99-57dab51e7877	0	2	2	0	2	2	4	0	1	2	0	0	0	4	0	0
04b864b4-2d3f-4824-8a51-e567db6e0fbc	8	2	6	12	10	0	3	0	1	2	0	8	12	6	0	5
27ca1492-f25c-45f2-bef2-1296570d26b9	0	2	2	0	0	0	0	4	0	2	2	0	0	0	1	0
18547c24-2968-421f-88fc-3dc37016d843	0	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0
76b30ba5-e038-4243-bd46-453dd8158fca	116	316	92	274	972	12	391	120	140	302	62	862	234	446	27	97
4a987b29-eced-4217-9c52-6db0ae05f3dd	170	378	116	452	1000	8	423	158	173	356	80	860	400	460	37	143
1a4ec52f-930b-48fe-a346-7ec6ca5937d2	104	196	72	288	386	6	167	74	87	184	40	362	244	240	20	86
a3b84b27-f237-4991-b4e4-34cf2aff9b0d	128	298	96	346	928	10	404	144	145	282	66	788	294	418	30	124
9549e1fe-75ce-455c-b4fa-4ea9a8551142	182	410	120	426	1102	12	452	156	183	380	88	964	380	530	38	149
955e6ffc-ef67-416b-a091-87c14037be45	40	66	22	134	172	4	74	16	28	64	6	162	112	96	4	42
2611de0b-a723-4b3a-ae14-8d45613e2e6b	168	398	116	416	1066	14	469	166	179	372	96	956	374	504	39	134
874da111-bed3-40ad-a815-ffc1e029b061	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0
a3e252b3-eff3-4a1a-94ea-de7c22bed581	4	28	8	42	42	4	20	10	10	22	8	50	40	32	2	15
4f237f04-6064-42f5-977f-922a48151107	28	30	16	88	24	4	4	42	9	24	22	14	74	14	7	27
1fea3595-926d-4838-8d53-1f518cec62dd	176	430	122	468	1128	10	495	180	196	396	98	990	416	514	43	158
c180a9d5-994d-47e6-8f71-27eb2e09e1d8	0	0	0	6	0	0	5	0	0	0	0	0	2	0	0	3
52c0ea27-7be4-4add-8502-685f2af0d694	0	2	0	0	2	0	5	0	0	0	0	0	0	0	0	0
ccce1a82-4f9b-4d90-a6ef-370fc3a82143	8	44	18	20	66	6	25	10	15	44	4	60	18	56	2	6
d3437176-2834-4444-8c9f-354f72a84ac8	66	120	42	142	164	0	84	44	55	112	30	170	148	122	12	44
5dcd7d99-265f-4480-9faa-a451676d7df1	44	116	36	88	332	6	140	30	47	124	18	324	70	158	6	37
f45040f9-3cca-4b69-a56a-24a63f8cfbee	0	0	2	0	2	0	0	0	0	0	0	2	0	6	0	0
94ffd164-47ea-4ebe-a751-a5367cf638ab	2	18	6	30	24	0	7	4	7	18	2	24	28	16	1	4
4c9080b4-28d6-4f81-8989-6fb834995890	0	2	0	0	6	0	1	0	1	8	0	26	0	0	0	0
482d3b13-b87f-4700-9d96-f65c7e0143f5	6	4	6	10	8	0	3	0	2	4	0	6	10	10	0	6
a0dee898-6168-48f4-a299-0253cacf6949	4	6	4	16	12	0	5	6	2	4	6	8	14	14	0	4
64e044d2-fc4e-4871-affd-f111c8c8d576	8	8	6	12	14	0	4	0	1	6	0	12	12	18	0	5
fe43f46d-4759-48cb-ae90-196612afaf9b	14	10	4	66	8	0	0	4	2	2	4	0	42	0	0	21
cdd82ffc-c7e5-4276-b06b-a434ebcbcf2d	68	162	56	200	412	8	162	42	62	144	20	388	158	242	8	64
9e8abdc9-44eb-48a6-bbad-57b13745e56c	6	34	10	46	32	0	10	4	10	34	2	30	52	20	1	6
af387630-8c5a-4f6e-8720-e6efbbed7b5d	6	20	18	14	44	0	15	0	8	26	0	42	22	62	0	5
ddac786c-6418-4da9-b77c-eee6882c77de	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0
ee936cb8-6dca-466a-ab5a-5f00d29dcb5a	0	0	0	4	2	0	0	0	0	4	0	6	12	0	0	1
c4c6b015-9efc-4c86-9b49-6c9946ac7c0f	40	46	16	148	62	0	30	24	22	64	22	80	184	44	7	56
3de1d42f-a6d1-43bb-8349-126beede4a87	162	392	114	438	1086	6	447	156	174	376	80	886	384	468	35	134
1390b032-a5b4-4865-9933-c0ff419c9daa	0	22	12	20	42	0	15	2	10	18	0	54	14	30	0	2
6c547a5a-7ca0-4b07-af2e-e1fbab1a0d46	4	10	4	24	16	0	4	0	4	12	0	24	24	8	0	6
cbc44e8c-9ca3-46fb-bdfc-1b9b127fd81a	6	10	8	8	14	0	0	2	2	2	0	4	6	12	0	4
084e1576-dc21-4dd4-9bad-f15460555c8b	104	288	80	290	884	10	389	120	135	282	60	752	238	370	27	95
25fe2626-cbc1-4261-a9d5-8da83d2a1fc3	0	2	2	2	4	0	4	0	0	2	0	4	6	12	0	0
6c3a630e-3b22-467a-b8c2-bfca189ea86b	4	18	10	34	28	0	10	4	6	14	2	20	30	38	0	10
51c4e164-0324-45d5-814b-d8b9accdcab6	94	74	28	262	182	2	78	58	33	70	28	160	226	102	11	82
e8516d1b-e395-4152-8e04-7c81b93780a9	6	20	20	14	48	0	15	0	10	26	0	48	24	62	0	5
5b90dc63-2d52-4e54-b762-9f15c9ee0ce5	28	42	30	76	78	0	14	10	11	22	8	44	54	76	0	20
8c1353fb-862f-4b0e-a2e1-17ddd5150e6f	126	344	102	336	1064	12	455	156	161	340	84	904	302	474	35	126
3f99658d-c05f-446f-85ec-d9cffa16d5e0	82	264	74	246	672	8	254	76	106	246	48	580	210	318	21	73
15c7dd1d-4045-43dc-9d5b-6a0af393e14b	24	40	14	76	88	4	19	52	11	36	20	84	54	56	9	23
4b6267e3-026a-4956-b28b-87773e9b6c5c	14	14	10	24	24	0	5	4	3	4	4	10	2	22	0	3
10d03e48-745f-4b09-a80e-0930daad0c83	16	88	22	80	232	2	91	18	29	72	10	200	62	100	2	25
8a2b8457-6799-41da-b88b-54be3810357d	124	330	98	288	1002	14	439	162	155	326	90	864	266	438	36	114
94fe9ba6-c715-4185-bde7-63e6c22b290e	0	6	2	0	12	0	0	2	1	0	0	2	0	8	0	0
a5deda40-553a-4ded-bbec-06b9c2c35c76	6	6	4	32	32	2	9	12	2	6	6	26	28	16	2	13
274f1c2f-f9f7-480a-b2b7-e5fc33dff217	14	22	14	32	30	0	10	0	7	16	0	22	22	40	0	7
07719ac2-93ab-41bd-a19e-06e108cc628d	0	2	2	0	2	0	0	0	0	0	0	0	0	8	0	0
928905f2-7620-4dd5-a877-59af7d225ef1	0	6	2	2	14	0	0	2	0	0	0	2	0	8	0	0
0f1887e8-d1eb-4cd7-9d2c-3017dab24bb4	92	214	60	250	680	4	309	98	107	216	46	552	218	262	20	81
a4099504-d0ca-4655-8feb-818e6b2fcdd3	0	2	0	6	0	0	0	0	0	0	0	0	12	0	0	2
61636c66-1df2-4b80-b4a7-a43daab4ad25	4	24	6	38	32	0	11	4	8	26	2	32	40	26	1	11
028a2f54-1c27-4957-a882-2020860a4efc	4	22	6	70	38	2	15	8	7	26	2	40	56	28	2	18
5c40c5bc-677a-459b-8750-d3b4cc9ff148	8	16	6	36	46	2	11	14	5	16	8	36	30	38	2	7
eea375c3-b481-48ea-b40d-f6b9b2d397ae	0	6	2	10	16	0	0	2	0	0	0	2	8	8	0	2
65809ff6-611c-4442-94de-cc8b4cffd61d	0	2	0	0	4	0	1	0	1	8	0	26	0	0	0	0
91472e4e-c6fb-41da-9f15-4a3fef76f302	8	4	8	16	16	0	4	0	2	4	0	16	14	16	0	5
98fb6c77-7a6f-48ea-8df8-f30235d02766	18	12	8	18	14	0	5	0	5	8	0	14	8	20	0	4
8233635f-205e-4456-8c76-241f35e10290	6	12	10	14	20	0	5	0	5	18	0	20	22	38	0	5
e1415f93-14ff-4d2b-b7cd-7fbccfd8252e	0	2	0	2	4	0	0	0	0	0	0	2	2	0	0	0
7a029d88-322e-4421-ac3c-8b7691059261	26	32	18	76	98	8	24	34	10	32	18	84	68	68	6	22
c36b7b77-dcaa-461f-a10a-57d59cb68ba3	2	8	2	10	12	0	3	0	3	12	0	22	4	6	0	2
0ea028f8-a9e3-41d5-83c9-0ad6db4394f8	148	310	92	374	750	2	347	132	147	304	70	666	346	342	31	121
aa1b03db-137c-4f4b-848b-f9c2563edd5a	0	30	12	0	76	0	13	10	5	18	10	94	0	46	1	0
6b87fbe2-ba13-4b9e-a5dc-dbd55e6babd6	10	0	2	14	0	0	0	0	0	0	0	0	12	6	0	6
2c9caa04-82aa-49c3-b8ab-c78612e54580	6	0	0	14	0	0	0	0	0	0	0	0	12	0	0	7
b6e4dc4b-a2c1-4f2c-8d7f-f76d83df5755	10	52	22	20	140	2	37	16	16	46	12	154	20	116	2	6
f113a444-b4a6-407c-b69e-c2723188de4a	4	0	0	4	0	0	0	0	0	0	0	0	4	0	0	1
f0bb0292-b17f-42bf-9006-01bf79dbc7a6	0	6	4	4	10	2	1	16	2	6	10	8	4	16	1	1
864a65ed-d89b-4c7e-92b9-f43ebf3da73f	4	8	2	20	14	0	3	0	3	12	0	18	20	8	0	4
62d90221-e5d4-402c-a40c-861664ae9534	0	8	2	18	12	0	3	2	3	12	0	18	20	6	0	3
7f0ab421-6e21-4a5d-98de-b4a37037231e	0	16	6	20	24	0	7	4	6	18	2	22	18	16	1	2
08caab7e-2ec7-4927-acc4-a8928c3efb17	0	8	6	10	12	0	4	2	3	8	0	10	10	22	0	3
72b3cfd0-9133-4cec-bdc8-164230c50fa8	176	444	124	468	1184	10	512	178	202	426	96	1006	416	536	42	158
4c8ebec3-89ea-402e-969d-14babfe9d212	90	226	62	250	696	4	315	98	110	230	46	572	214	272	20	81
61b883f8-3d2c-43b1-b7ab-edd4c0a0dd3d	110	250	72	284	756	6	347	134	126	242	70	642	274	310	28	112
5480ee98-edc8-4ea6-adf1-80e8866f3ca5	4	8	6	16	18	0	5	6	2	4	2	8	14	14	0	4
c2804f3f-29a6-433a-b23a-1417cfc64b7f	104	260	72	288	790	6	358	138	131	244	66	656	260	318	29	115
49f99541-09cf-4ea6-b3bb-4a07cc612a95	98	96	28	266	266	2	109	60	39	90	30	228	230	114	10	84
378b8930-5b44-4a3a-9679-58c475baab99	10	44	18	20	104	2	23	14	12	36	12	128	20	82	2	6
c055dbd1-3536-4d8e-851c-1decad194ecb	4	4	6	12	8	0	3	0	2	4	0	6	6	10	0	3
9c5fc9be-403f-4b6e-89d6-0fdcb46018d0	2	12	6	26	14	0	4	4	4	14	2	10	28	14	1	4
6b10f939-131f-478f-a62c-95b5768214e6	2	28	8	38	26	0	9	4	8	28	2	22	34	14	1	3
d11234bf-2d53-4a1f-a4af-556f421fd681	164	358	112	384	904	12	394	154	165	332	88	786	344	448	37	122
f3dd91ba-6f60-4cc1-993e-ffbfac483289	172	384	110	452	1032	14	449	178	181	372	100	896	396	452	40	142
a107f9a4-cc16-422c-82ee-0bd14befb7d8	0	14	6	8	28	0	10	0	7	12	0	36	4	22	0	0
767dd7a0-0481-4b0a-b0a2-4759820db57d	86	180	54	192	570	2	259	86	89	186	42	458	176	226	17	69
e1496363-668e-4b4c-a82d-5fa32e54e433	10	12	4	36	14	0	5	0	3	12	0	18	40	16	0	8
bee71f16-2b81-4d7d-a46c-69b367566fe3	66	94	28	196	214	4	85	18	40	94	6	198	170	110	2	66
6a970b37-d529-4e1f-93f0-993c34328a15	94	226	56	206	716	6	325	94	107	228	46	584	188	272	18	82
3bae6f06-ad9a-4772-8562-7806dd035974	82	212	68	196	298	4	136	60	92	244	46	340	244	222	16	65
