Group	PFAM_PROPHANE	PFAM_MANTIS	KO_MANTIS	KO_MANTIS_CONSENSUS	GP_DB1UniProt_S03	GP_DB1UniProt_S05	GP_DB1UniProt_S07	GP_DB1UniProt_S11	GP_DB1UniProt_S08	GP_DB1UniProt_S14	MPA_DB1UniProt_S03	MPA_DB1UniProt_S05	MPA_DB1UniProt_S07	MPA_DB1UniProt_S11	MPA_DB1UniProt_S08	MPA_DB1UniProt_S14	MQ_DB1UniProt_S03	MQ_DB1UniProt_S05	MQ_DB1UniProt_S07	MQ_DB1UniProt_S11	MQ_DB1UniProt_S08	MQ_DB1UniProt_S14	PD_DB1UniProt_S03	PD_DB1UniProt_S05	PD_DB1UniProt_S07	PD_DB1UniProt_S11	PD_DB1UniProt_S08	PD_DB1UniProt_S14
Q8G7T7	PF00754;		K24100;	K24100	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
B0N0L9	PF13237;	PF00248;	K07079;	K07079	9.0	6.0	0.0	5.0	2.0	0.0	4.0	3.0	0.0	1.0	2.0	0.0	5.0	3.0	0.0	5.0	4.0	0.0	4.0	5.0	0.0	4.0	2.0	0.0
Q8G7T8	PF07532;		K24100;	K24100	3.0	3.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0
Q8G7T6	PF02498;		K14623;	K14623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8G7T3	PF00664;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7I7H3	-;	PF07934;	K08193;K01809;K11540;K03660;K11348;K19656;K20315;K18081;	K03660	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8G7T2	PF00005;				0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
A0A1C7I7H1	-;	PF02666;	K01613;	K01613	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0
Q8A6C7	-;				15.0	23.0	1.0	4.0	0.0	22.0	17.0	24.0	1.0	3.0	0.0	15.0	6.0	13.0	4.0	1.0	0.0	13.0	12.0	12.0	1.0	8.0	0.0	13.0
B0N0L1	-;	PF01165;	K02970;	K02970	8.0	3.0	0.0	20.0	4.0	0.0	4.0	3.0	0.0	8.0	4.0	0.0	5.0	6.0	0.0	16.0	4.0	0.0	8.0	3.0	0.0	13.0	4.0	0.0
Q8A6C8	-;		K04985;	K04985	38.0	46.0	8.0	46.0	16.0	29.0	29.0	44.0	10.0	31.0	15.0	11.0	29.0	48.0	18.0	49.0	8.0	25.0	35.0	41.0	8.0	30.0	15.0	10.0
B0N0L2	-;		K04516;K01626;K14170;K03856;K13853;	K03856	2.0	6.0	0.0	2.0	5.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	4.0	7.0	0.0	0.0	6.0	0.0	2.0	4.0	0.0	1.0	9.0	0.0
Q8A6C9	-;				195.0	270.0	35.0	186.0	97.0	179.0	182.0	223.0	32.0	154.0	56.0	85.0	119.0	171.0	66.0	172.0	58.0	90.0	184.0	230.0	31.0	168.0	87.0	79.0
A0A1C7I7H0	-;		K20170;K00508;K15342;K00986;	K00986	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N0L3	PF02146;		K09705;K12410;	K12410	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
P27248	-;		K00605;K05359;	K00605	3.0	7.0	3.0	8.0	4.0	4.0	1.0	4.0	2.0	5.0	1.0	2.0	6.0	3.0	4.0	7.0	6.0	5.0	2.0	4.0	3.0	6.0	4.0	2.0
Q8A6B2	PF02812;	PF00208;	K00263;K00261;K00262;K00270;K00260;K00271;K15371;	K00262	86.0	104.0	24.0	56.0	52.0	81.0	67.0	85.0	20.0	49.0	38.0	27.0	48.0	72.0	36.0	66.0	46.0	51.0	74.0	88.0	21.0	50.0	48.0	31.0
Q8A6B3	-;		K02485;K22424;K01006;K01007;K21787;	K02485K01007	5.0	6.0	4.0	43.0	4.0	0.0	4.0	5.0	2.0	37.0	2.0	0.0	9.0	8.0	6.0	50.0	0.0	0.0	6.0	6.0	3.0	42.0	7.0	0.0
Q8A6B4	-;	PF00199;	K03781;	K03781	23.0	30.0	13.0	26.0	17.0	10.0	17.0	22.0	11.0	19.0	9.0	5.0	24.0	24.0	24.0	39.0	16.0	10.0	16.0	19.0	10.0	23.0	16.0	7.0
Q8A6B5	-;	PF00390;PF03949;	K00029;K22212;K00027;	K00029	36.0	49.0	12.0	66.0	20.0	75.0	22.0	27.0	9.0	51.0	15.0	35.0	41.0	43.0	20.0	71.0	24.0	59.0	31.0	47.0	9.0	66.0	21.0	44.0
A0A1C7I7G8	-;		K18205;	K18205	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q8A6B0	PF01966;		K00970;K07276;K19545;K00974;	K00970	2.0	3.0	3.0	0.0	1.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	1.0	0.0
Q8A6B1	-;		K01262;K01271;	K01271	3.0	21.0	8.0	15.0	8.0	15.0	1.0	16.0	10.0	18.0	10.0	5.0	0.0	5.0	18.0	17.0	10.0	12.0	1.0	15.0	13.0	18.0	16.0	8.0
A0A1C7IHI3	-;	PF00437;	K02652;K02670;K02669;K12203;	K02669	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
B0N0K4	PF08423;		K03553;	K03553	11.0	15.0	3.0	6.0	7.0	6.0	8.0	12.0	3.0	2.0	4.0	1.0	11.0	11.0	6.0	6.0	10.0	3.0	10.0	13.0	2.0	4.0	7.0	1.0
P15288	-;	PF01546;	K01270;	K01270	7.0	4.0	2.0	6.0	3.0	15.0	4.0	3.0	3.0	3.0	3.0	2.0	9.0	6.0	4.0	7.0	0.0	10.0	6.0	4.0	2.0	4.0	2.0	4.0
Q8G848	-;		K23508;	K23508	1.0	1.0	0.0	0.0	5.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0
B0N0K6	-;	PF01066;			1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Q8G7S9	PF00590;		K07056;	K07056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N0K7	-;	PF13413;			1.0	5.0	0.0	3.0	1.0	0.0	1.0	3.0	0.0	3.0	1.0	0.0	4.0	7.0	0.0	8.0	4.0	0.0	1.0	3.0	0.0	3.0	1.0	0.0
B0N0K8	-;		K00048;	K00048	60.0	66.0	3.0	20.0	32.0	4.0	43.0	45.0	2.0	20.0	28.0	0.0	41.0	50.0	6.0	29.0	28.0	7.0	50.0	61.0	3.0	24.0	35.0	0.0
Q8G7S2	PF07944;	PF07944;			0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8A6B6	PF00165;		K18954;	K18954	3.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
B0N0K0	-;		K20108;K02819;K02818;K02817;K08483;K16209;K02752;K02750;K03046;K02791;K02790;K02757;K02779;K02756;K02778;K02755;K02777;K02810;K20107;K02753;K02809;K11189;K02808;K11183;K02763;K02749;K02804;K02803;K02802;K02768;K20117;K20118;K02765;K02764;K20116;	K02777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q8A6B7	PF02321;		K18898;	K18898	2.0	7.0	4.0	6.0	6.0	11.0	2.0	5.0	2.0	4.0	6.0	5.0	3.0	7.0	6.0	9.0	10.0	14.0	2.0	5.0	4.0	6.0	5.0	5.0
Q8A6B8	PF03176;		K18138;	K18138	16.0	20.0	2.0	26.0	6.0	6.0	8.0	17.0	2.0	25.0	9.0	4.0	9.0	9.0	2.0	20.0	4.0	6.0	7.0	13.0	1.0	26.0	6.0	5.0
B0N0K2	PF00480;		K16018;K19979;K15545;K00847;K18673;K13967;K00881;K02565;K00845;K20433;K00885;K00886;K01810;K00884;	K18673	8.0	7.0	0.0	1.0	0.0	0.0	6.0	4.0	0.0	1.0	0.0	0.0	7.0	7.0	0.0	1.0	0.0	0.0	6.0	6.0	0.0	1.0	0.0	0.0
Q8A6B9	PF02321;		K18139;	K18139	1.0	3.0	1.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	4.0	1.0	2.0	0.0	1.0	2.0	0.0	1.0	2.0	1.0
B0N0A9	-;		K02035;K02034;K13894;K02033;K15585;K16200;K00759;K15582;K13890;K15581;K19227;K12369;	K15581	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
A0A1C7I6Y0	-;	PF03838;	K03700;	K03700	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4IF58	PF03144;	PF14492;PF03764;	K02355;K17912;	K02355	8.0	9.0	2.0	8.0	4.0	4.0	7.0	6.0	2.0	7.0	1.0	2.0	5.0	12.0	4.0	6.0	4.0	6.0	2.0	3.0	1.0	7.0	3.0	2.0
C4IF57	-;	PF03144;	K02890;K04040;K00236;K02358;	K02358	124.0	166.0	17.0	145.0	58.0	53.0	80.0	110.0	17.0	139.0	40.0	46.0	69.0	123.0	26.0	42.0	25.0	27.0	96.0	137.0	16.0	133.0	52.0	49.0
A0A1C7IGZ9	-;		K02035;K01999;K17318;K02027;	K17318	79.0	109.0	14.0	41.0	41.0	26.0	50.0	72.0	8.0	20.0	11.0	9.0	38.0	47.0	22.0	33.0	22.0	20.0	49.0	66.0	11.0	35.0	34.0	11.0
B0N0A1	PF00535;		K13005;	K13005	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A0A1C7I6Y8	-;		K03574;K06211;K00954;	K00954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8G7I9	PF01351;	PF01351;	K03470;	K03470	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N0A3	-;	PF00155;	K10907;K14155;K19793;K00812;K09758;K01620;	K00812	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N0A4	-;	PF00557;			12.0	14.0	0.0	3.0	10.0	0.0	9.0	10.0	0.0	3.0	4.0	0.0	11.0	19.0	0.0	0.0	8.0	0.0	11.0	10.0	0.0	3.0	7.0	0.0
A0A1C7I6Y3	-;	PF10531;PF01512;PF03116;			3.0	1.0	0.0	9.0	2.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	9.0	4.0	3.0	0.0	1.0	0.0	2.0	1.0	1.0
B0N0A5	-;		K15580;	K15580	254.0	349.0	18.0	122.0	143.0	92.0	112.0	166.0	17.0	100.0	98.0	37.0	128.0	156.0	34.0	107.0	76.0	63.0	199.0	265.0	16.0	112.0	131.0	46.0
A0A1C7I6Y4	unclassified;				1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N0A6	-;		K02032;K02031;K10823;	K10823	2.0	5.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	3.0	5.0	0.0	1.0	2.0	0.0	2.0	4.0	0.0	1.0	2.0	0.0
A0A1C7I6Y1	-;		K01356;	K01356	1.0	4.0	0.0	2.0	0.0	2.0	1.0	4.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	3.0	1.0	6.0	0.0	2.0	0.0	1.0
B0N0A8	-;		K15586;K02034;K15587;K02033;K16201;K02032;K12370;K02031;K13891;K15582;K15583;	K15582	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8A5X9	PF07715;		K02014;K21573;K16089;K16087;K01814;K07114;K16092;	K21573	0.0	3.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0
Q8A699	-;		K01807;K00852;K00851;	K01807	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8G7J1	PF00370;		K00854;	K00854	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7IGZ0	-;	PF01381;PF12844;			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q8G7J0	PF00532;		K02529;	K02529	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8A5X5	PF14683;		K15923;		0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8A5X6	PF16391;				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N0B1	unclassified;				1.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4IF51	-;		K02965;	K02965	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8A5X3	PF14683;	PF01074;PF09261;PF07748;	K01191;K16869;K03217;K15524;	K01191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q8A693	unclassified;		K11021;K12132;K02673;K15125;K11904;K21493;K01406;K20276;K21487;K07004;K07114;K14645;		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4ICV8_Q8A3S9	PF00132;-;		K00640;K03819;K21379;K08699;K18687;K00661;K13018;	K00640K13018	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A0A1C7I6X6	-;				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7I6X7	-;	PF01649;	K02968;	K02968	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0
A0A1C7I794	-;	DUF3048;PF11258;PF17479;			2.0	2.0	0.0	1.0	3.0	0.0	2.0	2.0	0.0	1.0	3.0	0.0	4.0	2.0	0.0	2.0	4.0	0.0	2.0	3.0	0.0	1.0	3.0	0.0
A0A1C7IAI8_A0A1C7IAX0	PF08388;PF08388;		K00986;K00986;	K00986K00986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8G7H6	PF00248;		K19265;	K19265	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A0A1C7I6X2	-;		K11636;	K11636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7I6X1	-;	PF03977;PF04277;PF00364;PF01039;	K01572;K20509;K01615;	K20509	8.0	12.0	4.0	23.0	16.0	11.0	6.0	14.0	4.0	17.0	6.0	3.0	5.0	4.0	8.0	26.0	12.0	6.0	7.0	12.0	5.0	23.0	16.0	4.0
Q8A5W8	-;		K18307;K18989;K18902;K18146;K18322;K18324;K18303;K18095;K01361;K21133;K18296;K19585;K07003;K21134;K07788;K07787;K07789;K18299;K18138;K12257;K18899;K18142;K19594;K03296;K20276;	K18303	34.0	43.0	9.0	73.0	22.0	68.0	29.0	34.0	6.0	50.0	13.0	19.0	32.0	32.0	12.0	83.0	24.0	54.0	27.0	37.0	14.0	74.0	32.0	23.0
Q8A688	-;				104.0	132.0	33.0	140.0	51.0	16.0	66.0	89.0	25.0	98.0	39.0	1.0	67.0	76.0	56.0	119.0	42.0	9.0	83.0	110.0	26.0	114.0	47.0	6.0
Q8A5W9	-;		K12543;	K12543	7.0	12.0	8.0	20.0	8.0	3.0	6.0	5.0	3.0	14.0	5.0	1.0	10.0	12.0	12.0	24.0	10.0	6.0	6.0	10.0	8.0	20.0	7.0	2.0
Q8A689	-;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8A5W4	-;		K04568;K04567;	K04567	44.0	65.0	14.0	56.0	30.0	102.0	36.0	49.0	10.0	36.0	13.0	43.0	40.0	57.0	22.0	73.0	24.0	56.0	40.0	51.0	13.0	51.0	32.0	40.0
Q8A684	-;	PF13288;	K00099;	K00099	8.0	3.0	0.0	6.0	2.0	7.0	5.0	1.0	0.0	5.0	1.0	3.0	7.0	5.0	2.0	4.0	4.0	7.0	6.0	3.0	0.0	4.0	2.0	4.0
Q8A685	-;		K11749;K04771;K06399;K16922;	K11749	8.0	7.0	3.0	18.0	16.0	7.0	7.0	7.0	3.0	16.0	14.0	4.0	14.0	4.0	4.0	21.0	8.0	2.0	8.0	8.0	3.0	18.0	14.0	3.0
A0A1C7I788	-;		K14080;K16957;K01599;	K01599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N0A0	-;		K00640;K03819;K21379;K08699;K18687;	K00640	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q8A5W7	-;		K18302;	K18302	25.0	31.0	6.0	23.0	29.0	23.0	21.0	24.0	5.0	21.0	22.0	12.0	26.0	37.0	10.0	32.0	28.0	26.0	18.0	28.0	4.0	24.0	26.0	10.0
Q8A687	PF04055;		K04068;K10026;	K04068	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A0A1C7IGY6	-;				34.0	48.0	8.0	34.0	23.0	13.0	30.0	43.0	7.0	22.0	16.0	7.0	23.0	42.0	18.0	23.0	18.0	9.0	32.0	47.0	9.0	25.0	24.0	7.0
C4IF63	PF16320;	PF16320;PF00542;	K02935;K12182;K13577;K02863;	K02935	0.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	2.0	6.0	4.0	0.0
Q8A5W0	-;				6.0	6.0	0.0	3.0	9.0	10.0	6.0	5.0	0.0	2.0	8.0	4.0	8.0	6.0	0.0	4.0	8.0	7.0	5.0	5.0	0.0	3.0	8.0	4.0
Q8A680	-;				6.0	10.0	3.0	7.0	11.0	1.0	5.0	4.0	3.0	3.0	9.0	1.0	7.0	11.0	6.0	9.0	10.0	5.0	4.0	6.0	3.0	6.0	9.0	1.0
C4IF62	PF10385;	PF10385;PF04560;PF04565;PF04563;PF00562;	K03043;K13797;	K03043	13.0	11.0	3.0	49.0	20.0	0.0	12.0	11.0	3.0	35.0	18.0	0.0	15.0	17.0	10.0	26.0	16.0	0.0	15.0	13.0	7.0	52.0	37.0	0.0
Q8A5W1	-;	DUF5035;PF16438;			3.0	4.0	0.0	7.0	10.0	3.0	3.0	4.0	0.0	3.0	7.0	0.0	1.0	3.0	0.0	9.0	12.0	1.0	3.0	4.0	0.0	7.0	10.0	3.0
Q8A681	PF00275;		K00790;	K00790	4.0	6.0	0.0	6.0	3.0	22.0	2.0	5.0	0.0	3.0	0.0	5.0	5.0	5.0	0.0	5.0	0.0	5.0	3.0	8.0	0.0	4.0	3.0	2.0
C4IEU1	unclassified;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4IF61	PF05000;	PF00623;PF05000;PF04983;PF04998;PF04997;	K03046;K13797;	K03046K13797	21.0	40.0	7.0	76.0	26.0	0.0	18.0	31.0	6.0	44.0	14.0	0.0	19.0	39.0	16.0	60.0	16.0	0.0	21.0	51.0	9.0	64.0	28.0	0.0
Q8A5W2	-;	PF00342;	K07516;K01810;K13810;	K01810	66.0	95.0	46.0	184.0	51.0	88.0	54.0	71.0	33.0	156.0	46.0	35.0	54.0	74.0	72.0	137.0	50.0	50.0	66.0	92.0	42.0	160.0	49.0	34.0
Q8A682	-;	PF01782;	K02860;	K02860	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
C4IEU0	unclassified;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	1.0
Q8A5W3	-;		K00057;K07175;K04940;	K00057	5.0	9.0	2.0	4.0	2.0	2.0	4.0	4.0	1.0	3.0	1.0	0.0	8.0	13.0	2.0	4.0	2.0	0.0	6.0	4.0	3.0	2.0	2.0	1.0
Q8A683	PF01551;	PF01551;			1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
C4IF65	-;	PF00687;	K02863;	K02863	1.0	0.0	1.0	6.0	2.0	0.0	5.0	3.0	0.0	8.0	2.0	0.0	0.0	0.0	4.0	12.0	4.0	0.0	5.0	0.0	0.0	0.0	7.0	0.0
C4IEU4	PF18623;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4IF38	-;		K02988;	K02988	3.0	3.0	2.0	8.0	6.0	4.0	3.0	3.0	2.0	6.0	5.0	1.0	3.0	2.0	0.0	5.0	4.0	2.0	6.0	6.0	4.0	16.0	10.0	0.0
C4IF36	-;		K02876;	K02876	18.0	21.0	5.0	27.0	11.0	0.0	15.0	18.0	6.0	22.0	11.0	0.0	10.0	15.0	14.0	19.0	4.0	0.0	16.0	19.0	5.0	26.0	11.0	0.0
P05824	PF13476;		K03631;	K03631	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4IF39	-;				0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0
Q8G7G7	PF12848;		K15738;	K15738	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8G7G3	PF02881;	PF00448;PF02978;PF02881;			0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8G7G1	-;	PF00886;	K02959;	K02959	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0
Q8A5V7	-;		K01914;	K01914	20.0	28.0	7.0	21.0	22.0	24.0	19.0	22.0	6.0	13.0	5.0	9.0	15.0	16.0	18.0	39.0	18.0	22.0	18.0	21.0	5.0	18.0	22.0	8.0
